CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX
2,12818212,2023-05-03 06:11:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)",,"1шт 0,1ч",,"Нарушение монтажа шкафов для размещения аппаратуры светофоров, указателей и полос",CSH,2023,,,1.0,"0,1ч",,,120 days 08:41:00,173321.0,2275.0,57,0.38620689655172413
3,12822381,2023-05-04 12:43:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-4 (Э)",,,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,,,,,,,121 days 15:13:00,175153.0,1832.0,58,0.3931034482758621
2,12829762,2023-05-10 00:39:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-7",,"3шт 0,58ч",,Обрыв металлического сигнально-блокировочного кабеля постовых устройств ЭЦ,CSH,2023,,,3.0,"0,58ч",,,127 days 03:09:00,183069.0,7916.0,59,0.4
3,12829875,2023-05-10 02:13:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-11",,,,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,,,,,,,127 days 04:43:00,183163.0,94.0,60,0.4068965517241379
2,12837698,2023-05-13 11:33:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)",,"2шт 0,2ч",,Обрыв внешнего монтажа аппаратуры электропитания рельсовых цепей,CSH,2023,,,2.0,"0,2ч",,,130 days 14:03:00,188043.0,4880.0,61,0.41379310344827586
2,12842128,2023-05-16 14:45:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)",,,"1шт 0,17ч",Обрыв элементов преобразователей электропитания постовых устройств ЭЦ,CSH,2023,,,,,1.0,"0,17ч",133 days 17:15:00,192555.0,4512.0,62,0.4206896551724138
3,12842242,2023-05-16 17:10:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)",,,,Неисправность болометра,CSH,2023,,,,,,,133 days 19:40:00,192700.0,145.0,63,0.42758620689655175
3,12849812,2023-05-18 22:01:00,Юго-Восточная,"СВЕРД, ВЧДЭ-11",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,136 days 00:31:00,195871.0,3171.0,64,0.43448275862068964
3,12847810,2023-05-20 07:44:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)",,,,Неисправность приёмной капсулы напольной камеры,CSH,2023,,,,,,,137 days 10:14:00,197894.0,2023.0,65,0.4413793103448276
2,12848342,2023-05-20 17:50:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-9","2шт 0,58ч",,,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,2.0,"0,58ч",,,,,137 days 20:20:00,198500.0,606.0,66,0.4482758620689655
2,12850886,2023-05-22 19:24:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15","1шт 0,47ч","1шт 0,68ч",,Короткое замыкание (пробой) элементов преобразователей частоты аппаратуры АБ,CSH,2023,1.0,"0,47ч",1.0,"0,68ч",,,139 days 21:54:00,201474.0,2974.0,67,0.45517241379310347
3,12851855,2023-05-23 09:53:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)",,,,Неисправность элементов крепления приборов в шкафах для размещения устройств АБ,CSH,2023,,,,,,,140 days 12:23:00,202343.0,869.0,68,0.46206896551724136
2,12853082,2023-05-24 00:50:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-9","1шт 0,3ч",,,Короткое замыкание (электрический пробой) элементов реле аппаратуры рельсовых цепей,CSH,2023,1.0,"0,3ч",,,,,141 days 03:20:00,203240.0,897.0,69,0.4689655172413793
2,12866836,2023-06-03 09:05:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)","1шт 0,35ч",,,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,1.0,"0,35ч",,,,,151 days 11:35:00,218135.0,14895.0,70,0.47586206896551725
2,12866931,2023-06-03 10:30:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)","1шт 0,75ч",,,Нарушение контакта в навесном монтаже аппаратуры ГАЦ,CSH,2023,1.0,"0,75ч",,,,,151 days 13:00:00,218220.0,85.0,71,0.4827586206896552
2,12867210,2023-06-03 17:55:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-7","1шт 0,95ч","4шт 0,75ч",,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,1.0,"0,95ч",4.0,"0,75ч",,,151 days 20:25:00,218665.0,445.0,72,0.4896551724137931
3,12873485,2023-06-07 09:27:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-9",,,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,,,,,,,155 days 11:57:00,223917.0,5252.0,73,0.496551724137931
3,12880127,2023-06-09 14:57:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-9",,,,"Нарушение монтажа стативов для размещения аппаратуры светофоров, указателей и полос",CSH,2023,,,,,,,157 days 17:27:00,227127.0,3210.0,74,0.503448275862069
3,12885139,2023-06-09 15:28:00,Юго-Восточная,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,157 days 17:58:00,227158.0,31.0,75,0.5103448275862069
3,12885140,2023-06-09 17:24:00,Юго-Восточная,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,157 days 19:54:00,227274.0,116.0,76,0.5172413793103449
3,12882232,2023-06-11 05:43:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)",,,,Подгар контактов реле аппаратуры схемы управления стрелкой,CSH,2023,,,,,,,159 days 08:13:00,229453.0,2179.0,77,0.5241379310344828
2,12882966,2023-06-11 18:24:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)",,"1шт 0,15ч",,Износ элементов релейных блоков аппаратуры постовых устройств ЭЦ,CSH,2023,,,1.0,"0,15ч",,,159 days 20:54:00,230214.0,761.0,78,0.5310344827586206
3,12884687,2023-06-13 11:00:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)",,,,Износ элементов генератора аппаратуры АБ,CSH,2023,,,,,,,161 days 13:30:00,232650.0,2436.0,79,0.5379310344827586
3,12889874,2023-06-16 06:16:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-16",,,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,,,,,,,164 days 08:46:00,236686.0,4036.0,80,0.5448275862068965
2,12890947,2023-06-16 16:04:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)","2шт 0,7ч","1шт 0,22ч",,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,2.0,"0,7ч",1.0,"0,22ч",,,164 days 18:34:00,237274.0,588.0,81,0.5517241379310345
3,12897169,2023-06-22 00:22:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)",,,,Износ элементов релейных блоков аппаратуры постовых устройств ЭЦ,CSH,2023,,,,,,,170 days 02:52:00,244972.0,7698.0,82,0.5586206896551724
2,12898244,2023-06-22 15:16:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-4 (Э)","1шт 0,27ч","1шт 0,23ч",,Механические повреждения сигнально-блокировочного металлического кабеля,CSH,2023,1.0,"0,27ч",1.0,"0,23ч",,,170 days 17:46:00,245866.0,894.0,83,0.5655172413793104
3,12898523,2023-06-22 20:11:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)",,,,Сообщение жил сигнально-блокировочного металлического кабеля схемы управления стрелкой,CSH,2023,,,,,,,170 days 22:41:00,246161.0,295.0,84,0.5724137931034483
3,12899957,2023-06-24 01:55:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-9",,,,Нарушение контакта в навесном монтаже аппаратуры постовых устройств ЭЦ,CSH,2023,,,,,,,172 days 04:25:00,247945.0,1784.0,85,0.5793103448275863
2,12901779,2023-06-26 05:42:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-4 (Э)",,"1шт 0,2ч","1шт 0,13ч",Обрыв внешнего монтажа аппаратуры электропитания рельсовых цепей,CSH,2023,,,1.0,"0,2ч",1.0,"0,13ч",174 days 08:12:00,251052.0,3107.0,86,0.5862068965517241
2,12902566,2023-06-26 17:39:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-16",,,"1шт 0,33ч",Нарушение контакта в штепсельном разъеме реле аппаратуры схемы управления стрелкой,CSH,2023,,,,,1.0,"0,33ч",174 days 20:09:00,251769.0,717.0,87,0.593103448275862
3,12914366,2023-06-26 21:01:00,Юго-Восточная,"ПРИВ, ВЧД АТКАРСК",,,,Неисправность магистральной части воздухораспределителя,CV,2023,,,,,,,174 days 23:31:00,251971.0,202.0,88,0.6
3,12902817,2023-06-26 22:57:00,Юго-Восточная,"МОСК, ТЧЭ-36",,,,"Низкое сопротивление изоляции провода, кабеля низковольтных цепей и цепей управления",CT,2023,,,,,,,175 days 01:27:00,252087.0,116.0,89,0.6068965517241379
2,12904590,2023-06-28 09:12:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)",,,"1шт 0,15ч",Короткое замыкание (электрический пробой) внешнего монтажа аппаратуры рельсовых цепей,CSH,2023,,,,,1.0,"0,15ч",176 days 11:42:00,254142.0,2055.0,90,0.6137931034482759
3,12904888,2023-06-28 09:45:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15",,,,Залипание якоря реле аппаратуры АБ,CSH,2023,,,,,,,176 days 12:15:00,254175.0,33.0,91,0.6206896551724138
3,12906080,2023-06-29 09:50:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)","1шт 0,02ч",,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,1.0,"0,02ч",,,,,177 days 12:20:00,255620.0,1445.0,92,0.6275862068965518
