iter	Passed	Remaining
1144	2801	4538
1145	2802	4533
1146	2805	4531
1147	2805	4526
1148	2806	4520
1149	2808	4518
1150	2809	4513
1151	2812	4511
1152	2815	4509
1153	2816	4504
1154	2817	4501
1155	2819	4497
1156	2820	4492
1157	2823	4490
1158	2824	4486
1159	2825	4481
1160	2827	4478
1161	2829	4475
1162	2832	4473
1163	2834	4471
1164	2836	4468
1165	2839	4466
1166	2840	4462
1167	2842	4458
1168	2845	4456
1169	2847	4454
1170	2849	4450
1171	2852	4448
1172	2853	4444
1173	2856	4442
1174	2858	4440
1175	2861	4438
1176	2862	4434
1177	2865	4432
1178	2868	4430
1179	2870	4428
1180	2872	4424
1181	2873	4420
1182	2876	4417
1183	2879	4415
1184	2881	4413
1185	2884	4411
1186	2887	4409
1187	2888	4405
1188	2891	4404
1189	2893	4401
1190	2897	4400
1191	2900	4399
1192	2902	4396
1193	2903	4391
1194	2906	4389
1195	2908	4387
1196	2911	4385
1197	2912	4381
1198	2915	4379
1199	2916	4374
1200	2919	4373
1201	2922	4371
1202	2924	4367
1203	2925	4363
1204	2927	4361
1205	2930	4359
1206	2932	4356
1207	2935	4354
1208	2937	4351
1209	2940	4349
1210	2942	4347
1211	2945	4345
1212	2948	4343
1213	2951	4341
1214	2952	4337
1215	2954	4335
1216	2957	4333
1217	2960	4331
1218	2963	4329
1219	2965	4327
1220	2968	4325
1221	2971	4323
1222	2973	4321
1223	2974	4316
1224	2977	4314
1225	2980	4312
1226	2983	4310
1227	2985	4308
1228	2987	4304
1229	2989	4302
1230	2992	4300
1231	2994	4296
1232	2997	4295
1233	2999	4292
1234	3002	4291
1235	3003	4286
1236	3006	4284
1237	3008	4282
1238	3011	4280
1239	3014	4278
1240	3016	4276
1241	3018	4272
1242	3021	4270
1243	3023	4268
1244	3026	4266
1245	3029	4265
1246	3032	4263
1247	3035	4261
1248	3038	4259
1249	3040	4256
1250	3043	4254
1251	3046	4252
1252	3047	4249
1253	3050	4247
1254	3053	4245
1255	3055	4243
1256	3057	4240
1257	3060	4238
1258	3061	4234
1259	3063	4230
1260	3064	4226
1261	3067	4224
1262	3070	4222
1263	3072	4220
1264	3075	4218
1265	3078	4216
1266	3079	4212
1267	3080	4207
1268	3083	4205
1269	3084	4201
1270	3087	4199
1271	3089	4197
1272	3092	4195
1273	3095	4193
1274	3097	4191
1275	3100	4189
1276	3103	4186
1277	3104	4182
1278	3105	4178
1279	3107	4176
1280	3109	4172
1281	3112	4170
1282	3114	4168
1283	3116	4164
1284	3118	4162
1285	3121	4160
1286	3124	4158
1287	3127	4156
1288	3129	4154
1289	3131	4151
1290	3134	4149
1291	3135	4145
1292	3138	4142
1293	3139	4139
1294	3142	4137
1295	3145	4135
1296	3147	4133
1297	3149	4129
1298	3152	4127
1299	3154	4125
1300	3156	4121
1301	3158	4119
1302	3161	4117
1303	3164	4115
1304	3165	4111
1305	3168	4109
1306	3171	4107
1307	3173	4105
1308	3176	4103
1309	3179	4101
1310	3182	4099
1311	3183	4096
1312	3186	4094
1313	3189	4092
1314	3191	4089
1315	3191	4084
1316	3192	4080
1317	3195	4078
1318	3197	4075
1319	3200	4072
1320	3202	4070
1321	3204	4067
1322	3207	4065
1323	3209	4062
1324	3210	4058
1325	3213	4056
1326	3215	4053
1327	3217	4050
1328	3218	4047
1329	3220	4043
1330	3222	4040
1331	3223	4037
1332	3225	4034
1333	3227	4030
1334	3229	4027
1335	3231	4024
1336	3232	4021
1337	3234	4017
1338	3236	4014
1339	3238	4011
1340	3239	4008
1341	3241	4004
1342	3243	4001
1343	3245	3998
1344	3246	3994
1345	3248	3991
1346	3250	3988
1347	3251	3985
1348	3253	3982
1349	3255	3978
1350	3257	3975
1351	3258	3972
1352	3260	3969
1353	3262	3965
1354	3264	3962
1355	3265	3959
1356	3267	3956
1357	3269	3952
1358	3270	3949
1359	3272	3946
1360	3274	3943
1361	3276	3940
1362	3277	3936
1363	3279	3933
1364	3281	3930
1365	3283	3927
1366	3284	3923
1367	3286	3920
1368	3288	3917
1369	3289	3914
1370	3291	3911
1371	3293	3907
1372	3295	3904
1373	3296	3901
1374	3298	3898
1375	3300	3895
1376	3302	3892
1377	3304	3889
1378	3306	3886
1379	3307	3883
1380	3309	3880
1381	3311	3877
1382	3313	3874
1383	3315	3871
1384	3317	3868
1385	3319	3865
1386	3320	3862
1387	3322	3858
1388	3324	3855
1389	3326	3852
1390	3327	3849
1391	3329	3846
1392	3331	3843
1393	3333	3840
1394	3334	3836
1395	3336	3833
1396	3338	3830
1397	3340	3827
1398	3341	3824
1399	3343	3821
1400	3345	3817
1401	3346	3814
1402	3348	3811
1403	3350	3808
1404	3351	3805
1405	3353	3802
1406	3355	3799
1407	3358	3797
1408	3360	3794
1409	3362	3792
1410	3365	3790
1411	3367	3787
1412	3369	3783
1413	3370	3780
1414	3372	3777
1415	3374	3774
1416	3375	3771
1417	3377	3768
1418	3379	3765
1419	3381	3762
1420	3382	3759
1421	3385	3756
1422	3386	3753
1423	3388	3750
1424	3390	3747
1425	3392	3744
1426	3393	3740
1427	3395	3737
1428	3397	3734
1429	3398	3731
1430	3400	3728
1431	3402	3725
1432	3404	3722
1433	3405	3719
1434	3407	3716
1435	3409	3713
1436	3411	3710
1437	3413	3707
1438	3414	3704
1439	3416	3701
1440	3418	3698
1441	3419	3695
1442	3421	3692
1443	3423	3689
1444	3425	3686
1445	3427	3683
1446	3429	3680
1447	3430	3677
1448	3432	3674
1449	3434	3671
1450	3435	3667
1451	3437	3664
1452	3439	3661
1453	3441	3659
1454	3443	3656
1455	3444	3652
1456	3446	3649
1457	3448	3646
1458	3449	3643
1459	3451	3640
1460	3453	3637
1461	3454	3634
1462	3456	3631
1463	3458	3628
1464	3460	3625
1465	3461	3622
1466	3463	3619
1467	3465	3616
1468	3467	3613
1469	3468	3610
1470	3470	3607
1471	3472	3604
1472	3474	3601
1473	3475	3598
1474	3477	3595
1475	3479	3592
1476	3481	3589
1477	3482	3586
1478	3484	3583
1479	3486	3580
1480	3488	3577
1481	3489	3574
1482	3491	3571
1483	3493	3568
1484	3495	3565
1485	3497	3562
1486	3498	3559
1487	3500	3556
1488	3502	3553
1489	3503	3550
1490	3505	3547
1491	3507	3544
1492	3509	3541
1493	3510	3538
1494	3512	3535
1495	3514	3532
1496	3515	3529
1497	3517	3526
1498	3519	3523
1499	3521	3521
1500	3522	3518
1501	3524	3515
1502	3526	3512
1503	3527	3509
1504	3529	3506
1505	3531	3503
1506	3532	3500
1507	3534	3497
1508	3536	3494
1509	3538	3491
1510	3539	3488
1511	3541	3485
1512	3542	3482
1513	3544	3478
1514	3546	3475
1515	3547	3472
1516	3549	3469
1517	3551	3466
1518	3552	3463
1519	3554	3460
1520	3556	3457
1521	3557	3454
1522	3559	3451
1523	3560	3448
1524	3562	3445
1525	3564	3442
1526	3565	3439
1527	3567	3436
1528	3569	3434
1529	3571	3431
1530	3572	3428
1531	3574	3425
1532	3576	3422
1533	3577	3419
1534	3579	3416
1535	3581	3413
1536	3582	3410
1537	3584	3407
1538	3586	3404
1539	3587	3401
1540	3589	3398
1541	3590	3395
1542	3592	3392
1543	3594	3389
1544	3595	3386
1545	3597	3383
1546	3599	3380
1547	3600	3377
1548	3602	3374
1549	3603	3371
1550	3605	3368
1551	3607	3365
1552	3608	3362
1553	3610	3359
1554	3612	3356
1555	3613	3353
1556	3615	3350
1557	3617	3347
1558	3618	3344
1559	3620	3341
1560	3622	3339
1561	3623	3336
1562	3625	3333
1563	3627	3330
1564	3628	3327
1565	3630	3324
1566	3631	3321
1567	3633	3318
1568	3635	3315
1569	3636	3312
1570	3638	3309
1571	3640	3306
1572	3641	3303
1573	3643	3300
1574	3644	3297
1575	3646	3294
1576	3648	3291
1577	3649	3289
1578	3651	3286
1579	3653	3283
1580	3654	3280
1581	3656	3277
1582	3658	3274
1583	3659	3271
1584	3661	3268
1585	3662	3265
1586	3664	3262
1587	3666	3259
1588	3667	3256
1589	3669	3254
1590	3671	3251
1591	3672	3248
1592	3674	3245
1593	3676	3242
1594	3677	3239
1595	3679	3236
1596	3680	3233
1597	3682	3230
1598	3684	3228
1599	3685	3225
1600	3687	3222
1601	3689	3219
1602	3690	3216
1603	3692	3213
1604	3694	3210
1605	3695	3207
1606	3697	3205
1607	3699	3202
1608	3700	3199
1609	3702	3196
1610	3703	3193
1611	3705	3190
1612	3707	3187
1613	3708	3185
1614	3710	3182
1615	3712	3179
1616	3713	3176
1617	3715	3173
1618	3717	3170
1619	3718	3167
1620	3720	3164
1621	3721	3162
1622	3723	3159
1623	3725	3156
1624	3727	3153
1625	3728	3150
1626	3730	3147
1627	3731	3145
1628	3733	3142
1629	3735	3139
1630	3736	3136
1631	3738	3133
1632	3740	3130
1633	3741	3127
1634	3743	3125
1635	3745	3122
1636	3746	3119
1637	3748	3116
1638	3749	3113
1639	3751	3111
1640	3753	3108
1641	3754	3105
1642	3756	3102
1643	3758	3099
1644	3759	3096
1645	3761	3094
1646	3763	3091
1647	3764	3088
1648	3766	3085
1649	3768	3083
1650	3769	3080
1651	3771	3077
1652	3773	3074
1653	3774	3071
1654	3776	3069
1655	3778	3066
1656	3779	3063
1657	3781	3060
1658	3782	3057
1659	3784	3054
1660	3786	3052
1661	3787	3049
1662	3789	3046
1663	3791	3043
1664	3792	3041
1665	3794	3038
1666	3796	3035
1667	3797	3032
1668	3799	3029
1669	3800	3027
1670	3802	3024
1671	3804	3021
1672	3805	3018
1673	3807	3016
1674	3809	3013
1675	3810	3010
1676	3812	3007
1677	3814	3005
1678	3816	3002
1679	3818	3000
1680	3820	2997
1681	3823	2995
1682	3824	2993
1683	3826	2990
1684	3828	2987
1685	3829	2984
1686	3831	2982
1687	3833	2979
1688	3835	2976
1689	3836	2973
1690	3838	2971
1691	3839	2968
1692	3841	2965
1693	3843	2963
1694	3845	2960
1695	3846	2957
1696	3848	2955
1697	3850	2952
1698	3851	2949
1699	3853	2946
1700	3855	2944
1701	3856	2941
1702	3858	2938
1703	3860	2935
1704	3861	2933
